Subject,Gender,Age,Race,Eth.Ori,Education,Spite,SSES,SRPS,SJS,Vignettes,Content,Justification,Realism
61,Male,19,White,European,A-Levels or Equivalent,39,30,3.013986014,10,7,Sex,3,4
61,Male,19,White,European,A-Levels or Equivalent,39,30,3.013986014,10,8,No_Sex,3,4
61,Male,19,White,European,A-Levels or Equivalent,39,30,3.013986014,10,9,No_Sex,4,3
61,Male,19,White,European,A-Levels or Equivalent,39,30,3.013986014,10,10,Sex,3,3
62,Male,22,White,European,University Undergraduate Program,28,45,3.181818182,8,1,Sex,2,4
62,Male,22,White,European,University Undergraduate Program,28,45,3.181818182,8,2,Sex,1,3
62,Male,22,White,European,University Undergraduate Program,28,45,3.181818182,8,3,No_Sex,1,4
62,Male,22,White,European,University Undergraduate Program,28,45,3.181818182,8,4,Sex,1,2
62,Male,22,White,European,University Undergraduate Program,28,45,3.181818182,8,5,No_Sex,4,1
62,Male,22,White,European,University Undergraduate Program,28,45,3.181818182,8,6,No_Sex,5,2
62,Male,22,White,European,University Undergraduate Program,28,45,3.181818182,8,7,Sex,1,3
62,Male,22,White,European,University Undergraduate Program,28,45,3.181818182,8,8,No_Sex,1,5
62,Male,22,White,European,University Undergraduate Program,28,45,3.181818182,8,9,No_Sex,4,1
62,Male,22,White,European,University Undergraduate Program,28,45,3.181818182,8,10,Sex,1,3
63,Female,38,White,English,GCSes or Equivalent,24,36,3.685314685,4,1,Sex,5,5
63,Female,38,White,English,GCSes or Equivalent,24,36,3.685314685,4,2,Sex,4,4
63,Female,38,White,English,GCSes or Equivalent,24,36,3.685314685,4,3,No_Sex,1,4
63,Female,38,White,English,GCSes or Equivalent,24,36,3.685314685,4,4,Sex,4,4
63,Female,38,White,English,GCSes or Equivalent,24,36,3.685314685,4,5,No_Sex,1,4
63,Female,38,White,English,GCSes or Equivalent,24,36,3.685314685,4,6,No_Sex,5,4
63,Female,38,White,English,GCSes or Equivalent,24,36,3.685314685,4,7,Sex,4,2
63,Female,38,White,English,GCSes or Equivalent,24,36,3.685314685,4,8,No_Sex,1,4
63,Female,38,White,English,GCSes or Equivalent,24,36,3.685314685,4,9,No_Sex,4,2
63,Female,38,White,English,GCSes or Equivalent,24,36,3.685314685,4,10,Sex,1,2
64,Female,20,White,European,A-Levels or Equivalent,46,26,3.412587413,3,1,Sex,4,4
64,Female,20,White,European,A-Levels or Equivalent,46,26,3.412587413,3,2,Sex,1,3
64,Female,20,White,European,A-Levels or Equivalent,46,26,3.412587413,3,3,No_Sex,1,2
64,Female,20,White,European,A-Levels or Equivalent,46,26,3.412587413,3,4,Sex,2,4
64,Female,20,White,European,A-Levels or Equivalent,46,26,3.412587413,3,5,No_Sex,1,5
64,Female,20,White,European,A-Levels or Equivalent,46,26,3.412587413,3,6,No_Sex,4,4
64,Female,20,White,European,A-Levels or Equivalent,46,26,3.412587413,3,7,Sex,3,2
64,Female,20,White,European,A-Levels or Equivalent,46,26,3.412587413,3,8,No_Sex,2,5
64,Female,20,White,European,A-Levels or Equivalent,46,26,3.412587413,3,9,No_Sex,4,3
64,Female,20,White,European,A-Levels or Equivalent,46,26,3.412587413,3,10,Sex,2,4
65,Male,36,White,European,University Undergraduate Program,19,37,1.807692308,14,1,Sex,1,3
65,Male,36,White,European,University Undergraduate Program,19,37,1.807692308,14,2,Sex,1,3
65,Male,36,White,European,University Undergraduate Program,19,37,1.807692308,14,3,No_Sex,1,2
65,Male,36,White,European,University Undergraduate Program,19,37,1.807692308,14,4,Sex,1,2
65,Male,36,White,European,University Undergraduate Program,19,37,1.807692308,14,5,No_Sex,1,4
65,Male,36,White,European,University Undergraduate Program,19,37,1.807692308,14,6,No_Sex,5,4
65,Male,36,White,European,University Undergraduate Program,19,37,1.807692308,14,7,Sex,4,4
65,Male,36,White,European,University Undergraduate Program,19,37,1.807692308,14,8,No_Sex,5,5
65,Male,36,White,European,University Undergraduate Program,19,37,1.807692308,14,9,No_Sex,2,2
65,Male,36,White,European,University Undergraduate Program,19,37,1.807692308,14,10,Sex,2,4
66,Female,34,White,European,University Undergraduate Program,39,37,3.653846154,5,1,Sex,4,3
66,Female,34,White,European,University Undergraduate Program,39,37,3.653846154,5,2,Sex,4,2
66,Female,34,White,European,University Undergraduate Program,39,37,3.653846154,5,3,No_Sex,1,2
66,Female,34,White,European,University Undergraduate Program,39,37,3.653846154,5,4,Sex,1,4
66,Female,34,White,European,University Undergraduate Program,39,37,3.653846154,5,5,No_Sex,2,4
66,Female,34,White,European,University Undergraduate Program,39,37,3.653846154,5,6,No_Sex,2,2
66,Female,34,White,European,University Undergraduate Program,39,37,3.653846154,5,7,Sex,1,2
66,Female,34,White,European,University Undergraduate Program,39,37,3.653846154,5,8,No_Sex,1,2
66,Female,34,White,European,University Undergraduate Program,39,37,3.653846154,5,9,No_Sex,3,3
66,Female,34,White,European,University Undergraduate Program,39,37,3.653846154,5,10,Sex,2,4
67,Male,19,White,English,University Undergraduate Program,35,43,2.646853147,11,1,Sex,2,3
67,Male,19,White,English,University Undergraduate Program,35,43,2.646853147,11,2,Sex,1,4
67,Male,19,White,English,University Undergraduate Program,35,43,2.646853147,11,3,No_Sex,1,2
67,Male,19,White,English,University Undergraduate Program,35,43,2.646853147,11,4,Sex,1,2
67,Male,19,White,English,University Undergraduate Program,35,43,2.646853147,11,5,No_Sex,2,3
67,Male,19,White,English,University Undergraduate Program,35,43,2.646853147,11,6,No_Sex,3,4
67,Male,19,White,English,University Undergraduate Program,35,43,2.646853147,11,7,Sex,2,2
67,Male,19,White,English,University Undergraduate Program,35,43,2.646853147,11,8,No_Sex,3,4
67,Male,19,White,English,University Undergraduate Program,35,43,2.646853147,11,9,No_Sex,1,2
67,Male,19,White,English,University Undergraduate Program,35,43,2.646853147,11,10,Sex,4,2
68,Male,22,White,European,University Undergraduate Program,36,22,2.793706294,12,1,Sex,2,2
68,Male,22,White,European,University Undergraduate Program,36,22,2.793706294,12,2,Sex,1,2
68,Male,22,White,European,University Undergraduate Program,36,22,2.793706294,12,3,No_Sex,3,3
68,Male,22,White,European,University Undergraduate Program,36,22,2.793706294,12,4,Sex,1,4
68,Male,22,White,European,University Undergraduate Program,36,22,2.793706294,12,5,No_Sex,4,4
68,Male,22,White,European,University Undergraduate Program,36,22,2.793706294,12,6,No_Sex,1,2
68,Male,22,White,European,University Undergraduate Program,36,22,2.793706294,12,7,Sex,2,2
68,Male,22,White,European,University Undergraduate Program,36,22,2.793706294,12,8,No_Sex,2,4
68,Male,22,White,European,University Undergraduate Program,36,22,2.793706294,12,9,No_Sex,5,2
68,Male,22,White,European,University Undergraduate Program,36,22,2.793706294,12,10,Sex,1,2
69,Male,20,White,European,GCSes or Equivalent,37,19,2.877622378,4,1,Sex,2,2
69,Male,20,White,European,GCSes or Equivalent,37,19,2.877622378,4,2,Sex,1,2
69,Male,20,White,European,GCSes or Equivalent,37,19,2.877622378,4,3,No_Sex,1,4
69,Male,20,White,European,GCSes or Equivalent,37,19,2.877622378,4,4,Sex,1,2
69,Male,20,White,European,GCSes or Equivalent,37,19,2.877622378,4,5,No_Sex,1,5
69,Male,20,White,European,GCSes or Equivalent,37,19,2.877622378,4,6,No_Sex,4,5
69,Male,20,White,European,GCSes or Equivalent,37,19,2.877622378,4,7,Sex,1,2
69,Male,20,White,European,GCSes or Equivalent,37,19,2.877622378,4,8,No_Sex,2,4
69,Male,20,White,European,GCSes or Equivalent,37,19,2.877622378,4,9,No_Sex,3,3
69,Male,20,White,European,GCSes or Equivalent,37,19,2.877622378,4,10,Sex,4,4
70,Female,25,White,European,University Post-Graduate Program,47,23,3.527972028,8,1,Sex,2,4
70,Female,25,White,European,University Post-Graduate Program,47,23,3.527972028,8,2,Sex,2,4
70,Female,25,White,European,University Post-Graduate Program,47,23,3.527972028,8,3,No_Sex,1,4
70,Female,25,White,European,University Post-Graduate Program,47,23,3.527972028,8,4,Sex,4,5
70,Female,25,White,European,University Post-Graduate Program,47,23,3.527972028,8,5,No_Sex,1,3
70,Female,25,White,European,University Post-Graduate Program,47,23,3.527972028,8,6,No_Sex,5,5
70,Female,25,White,European,University Post-Graduate Program,47,23,3.527972028,8,7,Sex,2,1
70,Female,25,White,European,University Post-Graduate Program,47,23,3.527972028,8,8,No_Sex,1,5
70,Female,25,White,European,University Post-Graduate Program,47,23,3.527972028,8,9,No_Sex,4,2
70,Female,25,White,European,University Post-Graduate Program,47,23,3.527972028,8,10,Sex,1,4
71,Gender Non-Binary,27,White,European,University Post-Graduate Program,42,39,3.223776224,9,1,Sex,5,4
71,Gender Non-Binary,27,White,European,University Post-Graduate Program,42,39,3.223776224,9,2,Sex,2,2
71,Gender Non-Binary,27,White,European,University Post-Graduate Program,42,39,3.223776224,9,3,No_Sex,1,2
71,Gender Non-Binary,27,White,European,University Post-Graduate Program,42,39,3.223776224,9,4,Sex,1,4
71,Gender Non-Binary,27,White,European,University Post-Graduate Program,42,39,3.223776224,9,5,No_Sex,1,4
71,Gender Non-Binary,27,White,European,University Post-Graduate Program,42,39,3.223776224,9,6,No_Sex,4,4
71,Gender Non-Binary,27,White,European,University Post-Graduate Program,42,39,3.223776224,9,7,Sex,1,4
71,Gender Non-Binary,27,White,European,University Post-Graduate Program,42,39,3.223776224,9,8,No_Sex,3,4
71,Gender Non-Binary,27,White,European,University Post-Graduate Program,42,39,3.223776224,9,9,No_Sex,4,2
71,Gender Non-Binary,27,White,European,University Post-Graduate Program,42,39,3.223776224,9,10,Sex,2,4
72,Male,28,White,European,University Undergraduate Program,31,34,3.045454545,6,1,Sex,5,4
72,Male,28,White,European,University Undergraduate Program,31,34,3.045454545,6,2,Sex,1,4
72,Male,28,White,European,University Undergraduate Program,31,34,3.045454545,6,3,No_Sex,1,2
72,Male,28,White,European,University Undergraduate Program,31,34,3.045454545,6,4,Sex,1,2
72,Male,28,White,European,University Undergraduate Program,31,34,3.045454545,6,5,No_Sex,1,4
72,Male,28,White,European,University Undergraduate Program,31,34,3.045454545,6,6,No_Sex,5,3
72,Male,28,White,European,University Undergraduate Program,31,34,3.045454545,6,7,Sex,1,2
72,Male,28,White,European,University Undergraduate Program,31,34,3.045454545,6,8,No_Sex,1,4
72,Male,28,White,European,University Undergraduate Program,31,34,3.045454545,6,9,No_Sex,3,1
72,Male,28,White,European,University Undergraduate Program,31,34,3.045454545,6,10,Sex,3,1
73,Male,18,White,European,A-Levels or Equivalent,53,30,3.013986014,11,1,Sex,4,4
73,Male,18,White,European,A-Levels or Equivalent,53,30,3.013986014,11,2,Sex,4,3
73,Male,18,White,European,A-Levels or Equivalent,53,30,3.013986014,11,3,No_Sex,4,5
73,Male,18,White,European,A-Levels or Equivalent,53,30,3.013986014,11,4,Sex,5,5
73,Male,18,White,European,A-Levels or Equivalent,53,30,3.013986014,11,5,No_Sex,2,4
73,Male,18,White,European,A-Levels or Equivalent,53,30,3.013986014,11,6,No_Sex,4,2
73,Male,18,White,European,A-Levels or Equivalent,53,30,3.013986014,11,7,Sex,2,2
73,Male,18,White,European,A-Levels or Equivalent,53,30,3.013986014,11,8,No_Sex,4,3
73,Male,18,White,European,A-Levels or Equivalent,53,30,3.013986014,11,9,No_Sex,4,4
73,Male,18,White,European,A-Levels or Equivalent,53,30,3.013986014,11,10,Sex,2,1
74,Male,20,White,European,Primary School,44,23,2.91958042,11,1,Sex,5,5
74,Male,20,White,European,Primary School,44,23,2.91958042,11,2,Sex,2,4
74,Male,20,White,European,Primary School,44,23,2.91958042,11,3,No_Sex,1,5
74,Male,20,White,European,Primary School,44,23,2.91958042,11,4,Sex,1,4
74,Male,20,White,European,Primary School,44,23,2.91958042,11,5,No_Sex,1,3
74,Male,20,White,European,Primary School,44,23,2.91958042,11,6,No_Sex,5,4
74,Male,20,White,European,Primary School,44,23,2.91958042,11,7,Sex,1,4
74,Male,20,White,European,Primary School,44,23,2.91958042,11,8,No_Sex,1,4
74,Male,20,White,European,Primary School,44,23,2.91958042,11,9,No_Sex,5,4
74,Male,20,White,European,Primary School,44,23,2.91958042,11,10,Sex,1,2
75,Female,35,White,European,University Undergraduate Program,26,36,3.045454545,6,1,Sex,5,4
75,Female,35,White,European,University Undergraduate Program,26,36,3.045454545,6,2,Sex,2,3
75,Female,35,White,European,University Undergraduate Program,26,36,3.045454545,6,3,No_Sex,1,2
75,Female,35,White,European,University Undergraduate Program,26,36,3.045454545,6,4,Sex,1,4
75,Female,35,White,European,University Undergraduate Program,26,36,3.045454545,6,5,No_Sex,1,4
75,Female,35,White,European,University Undergraduate Program,26,36,3.045454545,6,6,No_Sex,4,4
75,Female,35,White,European,University Undergraduate Program,26,36,3.045454545,6,7,Sex,1,3
75,Female,35,White,European,University Undergraduate Program,26,36,3.045454545,6,8,No_Sex,1,4
75,Female,35,White,European,University Undergraduate Program,26,36,3.045454545,6,9,No_Sex,2,2
75,Female,35,White,European,University Undergraduate Program,26,36,3.045454545,6,10,Sex,1,2
76,Male,22,White,European,A-Levels or Equivalent,20,46,3.087412587,10,1,Sex,5,4
76,Male,22,White,European,A-Levels or Equivalent,20,46,3.087412587,10,2,Sex,4,2
76,Male,22,White,European,A-Levels or Equivalent,20,46,3.087412587,10,3,No_Sex,1,4
76,Male,22,White,European,A-Levels or Equivalent,20,46,3.087412587,10,4,Sex,1,4
76,Male,22,White,European,A-Levels or Equivalent,20,46,3.087412587,10,5,No_Sex,1,5
76,Male,22,White,European,A-Levels or Equivalent,20,46,3.087412587,10,6,No_Sex,2,4
76,Male,22,White,European,A-Levels or Equivalent,20,46,3.087412587,10,7,Sex,1,1
76,Male,22,White,European,A-Levels or Equivalent,20,46,3.087412587,10,8,No_Sex,2,4
76,Male,22,White,European,A-Levels or Equivalent,20,46,3.087412587,10,9,No_Sex,4,1
76,Male,22,White,European,A-Levels or Equivalent,20,46,3.087412587,10,10,Sex,1,4
77,Female,25,Asian or Asian Scottish or Asian British,Other,University Undergraduate Program,26,34,3.863636364,3,1,Sex,4,5
77,Female,25,Asian or Asian Scottish or Asian British,Other,University Undergraduate Program,26,34,3.863636364,3,2,Sex,4,3
77,Female,25,Asian or Asian Scottish or Asian British,Other,University Undergraduate Program,26,34,3.863636364,3,3,No_Sex,4,3
77,Female,25,Asian or Asian Scottish or Asian British,Other,University Undergraduate Program,26,34,3.863636364,3,4,Sex,4,4
77,Female,25,Asian or Asian Scottish or Asian British,Other,University Undergraduate Program,26,34,3.863636364,3,5,No_Sex,2,4
77,Female,25,Asian or Asian Scottish or Asian British,Other,University Undergraduate Program,26,34,3.863636364,3,6,No_Sex,3,3
77,Female,25,Asian or Asian Scottish or Asian British,Other,University Undergraduate Program,26,34,3.863636364,3,7,Sex,3,4
77,Female,25,Asian or Asian Scottish or Asian British,Other,University Undergraduate Program,26,34,3.863636364,3,8,No_Sex,2,3
77,Female,25,Asian or Asian Scottish or Asian British,Other,University Undergraduate Program,26,34,3.863636364,3,9,No_Sex,3,2
77,Female,25,Asian or Asian Scottish or Asian British,Other,University Undergraduate Program,26,34,3.863636364,3,10,Sex,1,4
78,Female,19,White,European,GCSes or Equivalent,20,36,2.667832168,8,1,Sex,5,4
78,Female,19,White,European,GCSes or Equivalent,20,36,2.667832168,8,2,Sex,1,3
78,Female,19,White,European,GCSes or Equivalent,20,36,2.667832168,8,3,No_Sex,1,4
78,Female,19,White,European,GCSes or Equivalent,20,36,2.667832168,8,4,Sex,1,4
78,Female,19,White,European,GCSes or Equivalent,20,36,2.667832168,8,5,No_Sex,2,2
78,Female,19,White,European,GCSes or Equivalent,20,36,2.667832168,8,6,No_Sex,4,4
78,Female,19,White,European,GCSes or Equivalent,20,36,2.667832168,8,7,Sex,1,4
78,Female,19,White,European,GCSes or Equivalent,20,36,2.667832168,8,8,No_Sex,1,4
78,Female,19,White,European,GCSes or Equivalent,20,36,2.667832168,8,9,No_Sex,3,4
78,Female,19,White,European,GCSes or Equivalent,20,36,2.667832168,8,10,Sex,1,3
79,Male,21,White,European,University Undergraduate Program,24,35,3.548951049,9,1,Sex,4,3
79,Male,21,White,European,University Undergraduate Program,24,35,3.548951049,9,2,Sex,1,2
79,Male,21,White,European,University Undergraduate Program,24,35,3.548951049,9,3,No_Sex,1,4
79,Male,21,White,European,University Undergraduate Program,24,35,3.548951049,9,4,Sex,1,3
79,Male,21,White,European,University Undergraduate Program,24,35,3.548951049,9,5,No_Sex,2,4
79,Male,21,White,European,University Undergraduate Program,24,35,3.548951049,9,6,No_Sex,3,4
79,Male,21,White,European,University Undergraduate Program,24,35,3.548951049,9,7,Sex,1,2
79,Male,21,White,European,University Undergraduate Program,24,35,3.548951049,9,8,No_Sex,1,4
79,Male,21,White,European,University Undergraduate Program,24,35,3.548951049,9,9,No_Sex,3,3
79,Male,21,White,European,University Undergraduate Program,24,35,3.548951049,9,10,Sex,1,3
80,Female,26,White,European,University Undergraduate Program,54,38,3.559440559,8,1,Sex,5,3
80,Female,26,White,European,University Undergraduate Program,54,38,3.559440559,8,2,Sex,2,3
80,Female,26,White,European,University Undergraduate Program,54,38,3.559440559,8,3,No_Sex,1,4
80,Female,26,White,European,University Undergraduate Program,54,38,3.559440559,8,4,Sex,1,3
80,Female,26,White,European,University Undergraduate Program,54,38,3.559440559,8,5,No_Sex,2,4
80,Female,26,White,European,University Undergraduate Program,54,38,3.559440559,8,6,No_Sex,3,3
80,Female,26,White,European,University Undergraduate Program,54,38,3.559440559,8,7,Sex,1,3
80,Female,26,White,European,University Undergraduate Program,54,38,3.559440559,8,8,No_Sex,1,4
80,Female,26,White,European,University Undergraduate Program,54,38,3.559440559,8,9,No_Sex,4,4
80,Female,26,White,European,University Undergraduate Program,54,38,3.559440559,8,10,Sex,2,5
81,Male,53,White,European,GCSes or Equivalent,18,33,2.111888112,8,1,Sex,3,3
81,Male,53,White,European,GCSes or Equivalent,18,33,2.111888112,8,2,Sex,2,3
81,Male,53,White,European,GCSes or Equivalent,18,33,2.111888112,8,3,No_Sex,1,3
81,Male,53,White,European,GCSes or Equivalent,18,33,2.111888112,8,4,Sex,1,3
81,Male,53,White,European,GCSes or Equivalent,18,33,2.111888112,8,5,No_Sex,1,3
81,Male,53,White,European,GCSes or Equivalent,18,33,2.111888112,8,6,No_Sex,4,3
81,Male,53,White,European,GCSes or Equivalent,18,33,2.111888112,8,7,Sex,1,3
81,Male,53,White,European,GCSes or Equivalent,18,33,2.111888112,8,8,No_Sex,1,4
81,Male,53,White,European,GCSes or Equivalent,18,33,2.111888112,8,9,No_Sex,1,2
81,Male,53,White,European,GCSes or Equivalent,18,33,2.111888112,8,10,Sex,1,3
82,Male,32,White,European,University Post-Graduate Program,44,30,2.437062937,3,1,Sex,2,5
82,Male,32,White,European,University Post-Graduate Program,44,30,2.437062937,3,2,Sex,1,3
82,Male,32,White,European,University Post-Graduate Program,44,30,2.437062937,3,3,No_Sex,1,3
82,Male,32,White,European,University Post-Graduate Program,44,30,2.437062937,3,4,Sex,1,4
82,Male,32,White,European,University Post-Graduate Program,44,30,2.437062937,3,5,No_Sex,1,3
82,Male,32,White,European,University Post-Graduate Program,44,30,2.437062937,3,6,No_Sex,4,3
82,Male,32,White,European,University Post-Graduate Program,44,30,2.437062937,3,7,Sex,1,4
82,Male,32,White,European,University Post-Graduate Program,44,30,2.437062937,3,8,No_Sex,3,4
82,Male,32,White,European,University Post-Graduate Program,44,30,2.437062937,3,9,No_Sex,3,3
82,Male,32,White,European,University Post-Graduate Program,44,30,2.437062937,3,10,Sex,1,3
